name;address;zip;city;y;x;region
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE CALLOSA DE SEGURA;TIERNO GALVAN, 3 3360 CALLOSA DE SEGURA;3360;CALLOSA DE SEGURA;-0.878260006;38.11931;Baix Segura
CENTRO DE SALUD MENTAL DE CALLOSA DE SEGURA;TIERNO GALVAN, 19 3360 CALLOSA DE SEGURA;3360;CALLOSA DE SEGURA;-0.878221544;38.11911062;Baix Segura
CENTRO DE SALUD DE CALLOSA D'EN SARRIA;PARTIDA MIRAMBO, S/N 3510 CALLOSA D'EN SARRIA;3510;CALLOSA D'EN SARRIA;-0.106733836;38.651795;La Marina Baixa
UNIDAD BASICA DE REHABILITACION DEL C.S. DE CALLOSA D'EN SARRIA;PARTIDA DEL MIRAMBO, S/N 3510 CALLOSA D'EN SARRIA;3510;CALLOSA D'EN SARRIA;-0.106733836;38.651795;La Marina Baixa
UNIDAD DE ODONTOLOGIA CALLOSA;PARTIDA DE MIRAMBO, S/N 3510 CALLOSA D'EN SARRIA;3510;CALLOSA D'EN SARRIA;-0.106733836;38.651795;La Marina Baixa
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE CALLOSA D'EN SARRIA;PARTIDA DEL MIRAMBO, S/N 3510 CALLOSA D'EN SARRIA;3510;CALLOSA D'EN SARRIA;-0.106733836;38.651795;La Marina Baixa
CENTRO DE SALUD MENTAL DE CALLOSA D'EN SARRIA;PARTIDA MIRAMBO, S/N 3510 CALLOSA D'EN SARRIA;3510;CALLOSA D'EN SARRIA;-0.106733836;38.651795;La Marina Baixa
CENTRO SANITARIO INTEGRADO DE CALP;CARRER SAN FERMIN, S/N 3710 CALP;3710;CALP;0.036142749;38.6435903;Marina Alta
CONSULTORIO AUXILIAR DE CALP CASA DEL MAR;VERGE DEL CARME, S/N 3710 CALP;3710;CALP;0.04523521;38.653255;Marina Alta
CONSULTORIO DE VERANO DE CALP LA FOSSA;AV. ROSA DE LOS VIENTOS, 3 3710 CALP;3710;CALP;0.072153455;38.64867735;Marina Alta
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S.I. DE CALP;SAN FERMIN, S/N 3710 CALP;3710;CALP;0.036142749;38.6435903;Marina Alta
UNIDAD DE ODONTOLOGIA DE CALP;AV. CONDE DE ALTEA, S/N 3710 CALP;3710;CALP;0.039955691;38.64441404;Marina Alta
CENTRO DE SALUD MENTAL DE CALP;AVDA. CONDE DE ALTEA, S/N 3710 CALP;3710;CALP;0.039955691;38.64441404;Marina Alta
CENTRO SANITARIO INTEGRADO EL CAMPELLO;AVDA. GERMANIAS, S/N 3560 CAMPELLO (EL);3560;CAMPELLO (EL);-0.394090125;38.43010911;L'Alacantí
CONSULTORIO AUXILIAR DE ELS POBLETS COVETA FUMA;ORIHUELA, S/N 3560 CAMPELLO (EL);3560;CAMPELLO (EL);-0.386170288;38.44959;L'Alacantí
CONSULTORIO AUXILIAR DEL CAMPELLO PLAYA MUCHAVISTA;C/ JUAN DE LA CIERVA, S/N 3559 CAMPELLO (EL);3559;CAMPELLO (EL);-0.41057001;38.39103749;L'Alacantí
UNIDAD DE ODONTOLOGIA EL CAMPELLO;AV. GERMANIAS, S/N 3560 CAMPELLO (EL);3560;CAMPELLO (EL);-0.394090125;38.43010911;L'Alacantí
CONSULTORIO AUXILIAR DE EL CAMP DE MIRRA / CAMPO DE MIRRA;C/ MUSICO JOSE ALBERO, 1 3469 CAMPO DE MIRRA/CAMP DE MIRRA (EL);3469;CAMPO DE MIRRA/CAMP DE MIRRA (EL);-0.778779975;38.68736;L'Alt Vinalopó
CONSULTORIO AUXILIAR DE CAMPORROBLES;PURISIMA, 10 46330 CAMPORROBLES;46330;CAMPORROBLES;-1.399900038;39.64653001;La Plana d'Utiel-Requena
CENTRO DE SALUD DE CANALS;ALAMEDA RONDA SUR, S/N 46650 CANALS;46650;CANALS;-0.578835482;38.941755;La Costera
CONSULTORIO AUXILIAR DE CANALS AIACOR;AVDA. GENERALITAT, S/N 46659 CANALS;46659;CANALS;-0.578618653;38.97171445;La Costera
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE CANALS;ALAMEDA RONDA SUR, S/N 46650 CANALS;46650;CANALS;-0.578835482;38.941755;La Costera
UNIDAD DE ODONTOLOGIA DE CANALS;ALAMEDA RONDA SUR, S/N 46650 CANALS;46650;CANALS;-0.578835482;38.941755;La Costera
CONSULTORIO AUXILIAR DE PLAYA DE CANET D'EN BERENGUER;AVDA. MARE NOSTRUM, 79 46529 CANET D'EN BERENGUER;46529;CANET D'EN BERENGUER;-0.204420941;39.68102832;Camp de Morvedre
CONSULTORIO AUXILIAR DE CANET D'EN BERENGUER;CONSTITUCIÓ, 24 46529 CANET D'EN BERENGUER;46529;CANET D'EN BERENGUER;-0.221528908;39.67954542;Camp de Morvedre
CONSULTORIO AUXILIAR DE CANET LO ROIG;VINAROS, 15 12350 CANET LO ROIG;12350;CANET LO ROIG;0.24623128;40.5524849;Baix Maestrat
CONSULTORIO AUXILIAR DE CAÑADA;PINTOR SOROLLA, 35 3409 CAÑADA;3409;CAÑADA;-0.810419983;38.67531001;L'Alt Vinalopó
CENTRO DE SALUD DE CARCAIXENT;C/ BAGNOLS SUR CEZE S/N, null 46740 CARCAIXENT;46740;CARCAIXENT;-0.4508517;39.12425042;Ribera Alta
UNIDAD BASICA DE REHABILITACION DEL C.S. DE CARCAIXENT;BAGNOLS SUR CEZE, S/N 46740 CARCAIXENT;46740;CARCAIXENT;-0.4508517;39.12425042;Ribera Alta
UNIDAD DE ODONTOLOGIA DE CARCAIXENT;BAGNOLS SUR CEZE, S/N 46740 CARCAIXENT;46740;CARCAIXENT;-0.4508517;39.12425042;Ribera Alta
CENTRO DE SALUD DE CARCER;SEVILLA, S/N 46294 CARCER;46294;CARCER;-0.586748065;39.06079;Ribera Alta
CENTRO SANITARIO INTEGRADO DE CARLET;S.BERNARDO S/N, null 46240 CARLET;46240;CARLET;-0.524129919;39.22341003;Ribera Alta
UNIDAD BASICA DE REHABILITACION DEL C.S.I. DE CARLET;C/ SAN BERNARDO, S/N 46000 CARLET;46000;CARLET;-0.517775863;39.2256973;Ribera Alta
UNIDAD DE ODONTOLOGIA DE CARLET;SAN BERNARDO, S/N 46240 CARLET;46240;CARLET;-0.517775863;39.2256973;Ribera Alta
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE CARLET;CAMINO SAN BERNARDO, 2 46240 CARLET;46240;CARLET;-0.531602078;39.23259173;Ribera Alta
CENTRO DE SALUD MENTAL DE CARLET;CAMI SAN BERNAT, S/N 46240 CARLET;46240;CARLET;-0.539313366;39.2333967;Ribera Alta
CONSULTORIO AUXILIAR DE CARRICOLA;PZA. CONSTITUCION, 5 46869 CARRICOLA;46869;CARRICOLA;-0.471869968;38.84014001;La Vall d'Albaida
CONSULTORIO AUXILIAR DE CASAS ALTAS;DIPUTACION, 34 46147 CASAS ALTAS;46147;CASAS ALTAS;-1.263560001;40.04020998;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASAS BAJAS;REAL, 10 46146 CASAS BAJAS;46146;CASAS BAJAS;-1.259611359;40.02367699;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASINOS;LAS BALSAS, 59 46171 CASINOS;46171;CASINOS;-0.70608004;39.69816999;Camp de Túria
CENTRO DE SALUD DE CASTALLA;COLÓN, 44-46 3420 CASTALLA;3420;CASTALLA;-0.68393545;38.55329;L'Alcoià
UNIDAD DE ODONTOLOGIA DE CASTALLA;COLON, 44-46 3420 CASTALLA;3420;CASTALLA;-0.668610756;38.59297068;L'Alcoià
CONSULTORIO AUXILIAR DE CASTELL DE CABRES;C/MAYOR, S/N 12319 CASTELL DE CABRES;12319;CASTELL DE CABRES;0.04311407;40.66130535;Baix Maestrat
CONSULTORIO AUXILIAR DE CASTELL DE CASTELLS;C/ DENIA, S/N 3793 CASTELL DE CASTELLS;3793;CASTELL DE CASTELLS;-0.19533297;38.72528364;Marina Alta
CONSULTORIO AUXILIAR DE GUADALEST;AV. DE ALICANTE, 7 3517 CASTELL DE GUADALEST (EL);3517;CASTELL DE GUADALEST (EL);-0.198670365;38.67551265;La Marina Baixa
CONSULTORIO AUXILIAR DE CASTELLFORT;ENSEÑANZA, S/N 12159 CASTELLFORT;12159;CASTELLFORT;-0.191620935;40.50256384;Els Ports
CONSULTORIO AUXILIAR DE CASTELLNOVO;SECANO, 1 12413 CASTELLNOVO;12413;CASTELLNOVO;-0.459469948;39.86200498;Alt Palància
CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLON;DOCTOR CLARA, 19 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.044954461;39.98500321;Plana Alta
HOSPITAL GENERAL UNIVERSITARIO DE CASTELLON;AV. BENICASSIM, S/N 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.038761794;39.99798212;Plana Alta
CENTRO SANITARIO INTEGRADO DE CASTELLO DE LA PLANA GRAO;PASEO JUAN SEBASTIAN ELCANO, S/N 12100 CASTELLO DE LA PLANA;12100;CASTELLO DE LA PLANA;0.014850809;39.97652548;Plana Alta
CENTRO DE ESPECIALIDADES DE CASTELLON DE LA PLANA JAUME I;TRULLOLS, 3 12001 CASTELLO DE LA PLANA;12001;CASTELLO DE LA PLANA;-0.040832753;39.98676752;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA FERNANDO EL CATOLICO;FERNANDO EL CATOLICO, ESQ C/CARCAGENTE, null 12005 CASTELLO DE LA PLANA;12005;CASTELLO DE LA PLANA;-0.030499902;39.97996002;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA PALLETER;C/ PALLETER, S/N 12005 CASTELLO DE LA PLANA;12005;CASTELLO DE LA PLANA;-0.049904336;39.97478895;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA RAFALAFENA;MONCOFAR, 39 12003 CASTELLO DE LA PLANA;12003;CASTELLO DE LA PLANA;-0.028720004;39.98812002;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA GRAN VIA;GRAN VIA TARREGA MONTEBLANCO, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.054389438;39.97780053;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA 9 D'OCTUBRE;TRULLOLS, 3 12001 CASTELLO DE LA PLANA;12001;CASTELLO DE LA PLANA;-0.040832753;39.98676752;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA PINTOR SOROLLA;PZA. PINTOR SOROLLA, 1 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.049560014;39.98648001;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA RAVAL UNIVERSITAT;CERAMISTA MANOLO SAFONT, 6 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.058975768;39.99186561;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA ILLES COLUMBRETES;PLAZA ILLES COLUMBRETES, S/N 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.038260436;39.99226664;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA SAN AGUSTIN;AV. DIPUTACION, S/N 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.046305914;40.00084176;Plana Alta
CENTRO DE SALUD DE CASTELLO DE LA PLANA BARRANQUET;C/ LARGA, 70 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.061419988;39.95806;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA EL GRAO;C/ CHURRUCA, 13 12100 CASTELLO DE LA PLANA;12100;CASTELLO DE LA PLANA;0.01228912;39.97104475;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA PZ. CONSTITUCION;COVES DE VINROMA, S/N 12005 CASTELLO DE LA PLANA;12005;CASTELLO DE LA PLANA;-0.042174931;39.97929967;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA GRUPO REYES;C/ MAESTRO GUERRERO, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.076647386;39.99036365;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA LA SALERA;CTRA. LA ALCORA, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.085615619;39.99075879;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA SAN LORENZO;C/ TOSSAL DEL REI, 7 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.069369972;39.98217;Plana Alta
CONSULTORIO AUXILIAR DE CASTELLO DE LA PLANA BENADRESA;C/ CUADRA BREVA, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.104030006;39.98425974;Plana Alta
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S.I. DE CASTELLON DE LA PLANA GRAO;PASEO JUAN SEBASTIAN ELCANO, S/N 12100 CASTELLO DE LA PLANA;12100;CASTELLO DE LA PLANA;0.014850809;39.97652548;Plana Alta
UNIDAD BASICA DE REHABILITACION DEL C.S. DE CASTELLON DE LA PLANA FERNANDO EL CATOLICO;FERNANDO EL CATOLICO ESQ C/ CARCAGENTE, null 12005 CASTELLO DE LA PLANA;12005;CASTELLO DE LA PLANA;-0.030499902;39.97996002;Plana Alta
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE CASTELLON DE LA PLANA ILLES COLUMBRETES;Passeig de la Universitat, 27-29 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.061150007;39.99182;Plana Alta
UNIDAD DE ODONTOLOGIA DE CASTELLON DE LA PLANA GRAO;JUAN SEBASTIAN EL CANO, 36 12100 CASTELLO DE LA PLANA;12100;CASTELLO DE LA PLANA;0.015280042;39.97709002;Plana Alta
UNIDAD DE ODONTOLOGÍA DE CASTELLÓN DE LA PLANA RAFALAFENA;MONCOFAR, 39 12003 CASTELLO DE LA PLANA;12003;CASTELLO DE LA PLANA;-0.028720004;39.98812002;Plana Alta
UNIDAD DE ODONTOLOGÍA DE CASTELLÓN DE LA PLANA CSI GRAN VÍA;AVDA.TARREGA MONTEBLANCO, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.054389438;39.97780053;Plana Alta
UNIDAD DE ODONTOLOGÍA PREVENTIVA DE CASTELLÓN DE LA PLANA C.S. 9 D'OCTUBRE;TRULLOLS, 3 12001 CASTELLO DE LA PLANA;12001;CASTELLO DE LA PLANA;-0.040832753;39.98676752;Plana Alta
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE CASTELLON DE LA PLANA III;GRAN VIA TARREGA MONTEBLANCO, S/N 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.054389438;39.97780053;Plana Alta
UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE CASTELLÓN DE LA PLANA II;MONCOFAR, null 12006 CASTELLO DE LA PLANA;12006;CASTELLO DE LA PLANA;-0.029024678;39.98693566;Plana Alta
UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE CASTELLÓN DE LA PLANA I;CERAMISTA MANOLO SAFONT, null 12003 CASTELLO DE LA PLANA;12003;CASTELLO DE LA PLANA;-0.058975768;39.99186561;Plana Alta
CENTRO DE SALUD MENTAL DE CASTELLO DE LA PLANA ILLES COLUMBRETES;PLAZA ILLES COLUMBRETES, S/N 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.038260436;39.99226664;Plana Alta
CENTRO DE SALUD MENTAL DE CASTELLÓN DE LA PLANA GRAO;PASEO JUAN SEBASTIAN EL CANO, S/N 12100 CASTELLO DE LA PLANA;12100;CASTELLO DE LA PLANA;0.014850809;39.97652548;Plana Alta
CENTRO DE SALUD MENTAL INFANTIL DE CASTELLON DE LA PLANA II;USERAS, 1 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.05156002;39.98610002;Plana Alta
CENTRO DE SALUD MENTAL DE CASTELLÓN DE LA PLANA III;CARDENAL COSTA, null 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.048912;39.99114089;Plana Alta
CENTRO DE SALUD MENTAL DE CASTELLÓN DE LA PLANA I;MONCOFAR, 39 12005 CASTELLO DE LA PLANA;12005;CASTELLO DE LA PLANA;-0.028720004;39.98812002;Plana Alta
CENTRO DE SALUD MENTAL INFANTIL DE CASTELLÓN DE LA PLANA I;GRAN VIA TARREGA MONTEBLANCO, S/N 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.052431625;39.97975873;Plana Alta
CENTRO DE CONDUCTAS ADICTIVAS DE CASTELLON DE LA PLANA H. PROVINCIAL;AV. DR. CLARA, 19 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.044954461;39.98500321;Plana Alta
UNIDAD DE CONDUCTAS ADICTIVAS DE CASTELLÓN DE LA PLANA;AVDA. DIPUTACIÓN, S/N 12004 CASTELLO DE LA PLANA;12004;CASTELLO DE LA PLANA;-0.046305914;40.00084176;Plana Alta
CENTRO DE PREVENCION DE CANCER DE MAMA DE CASTELLON DE LA PLANA I;SAN VICENTE, 48 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.042300029;39.98563998;Plana Alta
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE VILA-REAL;ILLES COLUMBRETES, S/N 12540 CASTELLO DE LA PLANA;12540;CASTELLO DE LA PLANA;-0.038260436;39.99226664;Plana Alta
CENTRO DE PREVENCION DE CANCER DE MAMA DE CASTELLON DE LA PLANA II;SANT VICENT, 48 12002 CASTELLO DE LA PLANA;12002;CASTELLO DE LA PLANA;-0.042300029;39.98563998;Plana Alta
CENTRO DE SALUD DE CASTELLO DE RUGAT;CAMI DEL RAFOL, 2, 2 46841 CASTELLO DE RUGAT;46841;CASTELLO DE RUGAT;-0.38441998;38.87291999;La Vall d'Albaida
CONSULTORIO AUXILIAR DE CASTELLONET DE LA CONQUESTA;PZA. PALAU, 1 46726 CASTELLONET DE LA CONQUESTA;46726;CASTELLONET DE LA CONQUESTA;-0.263470039;38.91491999;La Safor
CONSULTORIO AUXILIAR DE CASTIELFABIB LOS SANTOS;LA IGLESIA, 21 46141 CASTIELFABIB;46141;CASTIELFABIB;-1.313199979;40.14654;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASTIELFABIB - ARROYO CEREZO;ARROYO CEREZO ABAJO, 130 46141 CASTIELFABIB;46141;CASTIELFABIB;-1.419310012;40.12106002;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASTIELFABIB - CUESTA DEL RATO;PLAZA DE LA CUESTA DEL RATO, 16 46141 CASTIELFABIB;46141;CASTIELFABIB;-1.312019975;40.14719001;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASTIELFABIB - MAS DE JACINTO;ERAS BAJAS, 44 46141 CASTIELFABIB;46141;CASTIELFABIB;-1.250739964;40.12881998;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASTIELFABIB;VILLA, 1 46141 CASTIELFABIB;46141;CASTIELFABIB;-1.30396002;40.13103;Racó d'Ademús
CONSULTORIO AUXILIAR DE CASTILLO DE VILLAMALEFA;C/HORNO, S/N 12123 CASTILLO DE VILLAMALEFA;12123;CASTILLO DE VILLAMALEFA;-0.379813281;40.13064589;Alt Millars
CENTRO DE SALUD DE CATADAU;DIPUTACION, 23 46196 CATADAU;46196;CATADAU;-0.567640001;39.27538001;Ribera Alta
CENTRO DE ESPECIALIDADES DE CATARROJA;EMILIANO FERRER, 5-BJ 46470 CATARROJA;46470;CATARROJA;-0.402379967;39.40420999;Horta Sud
CENTRO DE SALUD DE CATARROJA;AVDA. RAMBLETA, 63 46470 CATARROJA;46470;CATARROJA;-0.405700039;39.40760998;Horta Sud
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE CATARROJA;AVDA. RAMBLETA, 63 46470 CATARROJA;46470;CATARROJA;-0.405700039;39.40760998;Horta Sud
UNIDAD DE ODONTOLOGIA DE CATARROJA;AVDA. RAMBLETA, S/N 46470 CATARROJA;46470;CATARROJA;-0.406038655;39.40607903;Horta Sud
UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE CATARROJA;AVDA. RAMBLETA, S/N 46470 CATARROJA;46470;CATARROJA;-0.406038655;39.40607903;Horta Sud
CENTRO DE SALUD MENTAL INFANTIL DE CATARROJA;AVDA. RAMBLETA, S/N 46470 CATARROJA;46470;CATARROJA;-0.406038655;39.40607903;Horta Sud
CENTRO DE SALUD MENTAL DE CATARROJA;AVDA. RAMBLETA, S/N 46470 CATARROJA;46470;CATARROJA;-0.406038655;39.40607903;Horta Sud
CENTRO DE CONDUCTAS ADICTIVAS DE CATARROJA;AVDA. RAMBLETA, S/N 46470 CATARROJA;46470;CATARROJA;-0.406038655;39.40607903;Horta Sud
CONSULTORIO AUXILIAR DE CATI;ESCUELAS, 13 12513 CATI;12513;CATI;0.02175;40.48797936;Alt Maestrat
CONSULTORIO AUXILIAR DE CATRAL;LA PALMERA, S/N 3158 CATRAL;3158;CATRAL;-0.800969084;38.15640714;Baix Segura
UNIDAD DE ODONTOLOGIA DE CATRAL;LA PALMERA, S/N 3158 CATRAL;3158;CATRAL;-0.800969084;38.15640714;Baix Segura
CENTRO DE SALUD DE CAUDETE DE LAS FUENTES;VIÑAS, BAJO, 6 46315 CAUDETE DE LAS FUENTES;46315;CAUDETE DE LAS FUENTES;-1.28901895;39.54795;La Plana d'Utiel-Requena
CONSULTORIO AUXILIAR DE CAUDIEL;NICASIO BENLLOCH, 1 12440 CAUDIEL;12440;CAUDIEL;-0.568250036;39.94788998;Alt Palància
CONSULTORIO AUXILIAR DE CERDA;CONSULTORIO MEDICO, S/N 46800 CERDA;46800;CERDA;-0.57479;38.98581;La Costera
CONSULTORIO AUXILIAR DE CERVERA DEL MAESTRE;LOLITA BESALDUCH, S/N 12578 CERVERA DEL MAESTRE;12578;CERVERA DEL MAESTRE;0.278189827;40.44645;Baix Maestrat
CENTRO DE SALUD DE CHELLA;PINTOR PALLAS, 25 46821 CHELLA;46821;CHELLA;-0.65754002;39.04004999;La Canal de Navarrés
CENTRO DE SALUD DE CHELVA;AVDA.MANCOMUNIDAD ALTO TURIA, S/N 46176 CHELVA;46176;CHELVA;-1.01507;39.75828757;Els serrans
UNIDAD BASICA DE REHABILITACION DEL C.S. DE CHELVA;AVDA. MANCOMUNIDAD ALTO TURIA, S/N 46176 CHELVA;46176;CHELVA;-1.01507;39.75828757;Els serrans
CONSULTORIO AUXILIAR DE CHERA;ANTONIO SANCHEZ PLA, 5 46350 CHERA;46350;CHERA;-0.973670036;39.59308;La Plana d'Utiel-Requena
CENTRO DE SALUD DE CHESTE;ESPERANTISTA ENRIQUE ARNAU, S/N 46380 CHESTE;46380;CHESTE;-0.685834171;39.49756319;La Foia de Bunyol
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE CHESTE;ESPERANTISTA ENRIQUE ARNAU, S/N 46380 CHESTE;46380;CHESTE;-0.685834171;39.49756319;La Foia de Bunyol
CONSULTORIO AUXILIAR DE LA PLAYA DE CHILCHES/XILXES;GRAVINA, 30 12592 CHILCHES/XILXES;12592;CHILCHES/XILXES;-0.158029972;39.76724999;Plana Baixa
CONSULTORIO AUXILIAR DE XILXES / CHILCHES;CRISTO DELA JONQUERA, S/N 12592 CHILCHES/XILXES;12592;CHILCHES/XILXES;-0.19003;39.78259;Plana Baixa
CENTRO DE SALUD DE CHIVA;ALCALDE URBINO BLAY MAÑEZ, 4 46370 CHIVA;46370;CHIVA;-0.71256998;39.46934001;La Foia de Bunyol
CONSULTORIO AUXILIAR DE CHIVA URB. SIERRA PERENCHIZA;JUAN CARLOS I, S/N 46370 CHIVA;46370;CHIVA;-0.601118519;39.44009676;La Foia de Bunyol
CONSULTORIO AUXILIAR DE CHIVA URB. CALICANTO;AV BUENOS AIRES, 113 46370 CHIVA;46370;CHIVA;-0.552152994;39.43252966;La Foia de Bunyol
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE CHIVA;ALCALDE URBINO BAY MAÑEZ, 4 46370 CHIVA;46370;CHIVA;-0.71256998;39.46934001;La Foia de Bunyol
CONSULTORIO AUXILIAR DE XODOS / CHODOS;ESGLESIA, S/N 12134 CHODOS/XODOS;12134;CHODOS/XODOS;-0.286234655;40.24450365;L'Alcalatén
CONSULTORIO AUXILIAR DE CHOVAR;POZO, 3 12499 CHOVAR;12499;CHOVAR;-0.320300013;39.85085001;Alt Palància
CONSULTORIO AUXILIAR DE CHULILLA;MAESTRO AMBLAR, 35 46167 CHULILLA;46167;CHULILLA;-0.891280035;39.65723999;Els serrans
CONSULTORIO AUXILIAR DE CINCTORRES;LES SERRES, 1 12318 CINCTORRES;12318;CINCTORRES;-0.215224782;40.57459196;Els Ports
CONSULTORIO AUXILIAR DE CIRAT EL TORMO;AVDA. PRINCIPE ESPAÑA, S/N 12232 CIRAT;12232;CIRAT;-0.428187909;40.06406404;Alt Millars
CONSULTORIO AUXILIAR DE CIRAT;C/ HERAS, 1 12231 CIRAT;12231;CIRAT;-0.461629965;40.05635001;Alt Millars
CENTRO DE SALUD DE COCENTAINA;AVGDA. REAL BLANC, 3 3820 COCENTAINA;3820;COCENTAINA;-0.436500013;38.74460999;El Comtat
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE COCENTAINA;AVGDA. REAL BLANC, 3 3820 COCENTAINA;3820;COCENTAINA;-0.436500013;38.74460999;El Comtat
UNIDAD DE SALUD MENTAL INFANTIL DEL C.S. DE COCENTAINA;AVGDA. REAL BLANC, 3 3820 COCENTAINA;3820;COCENTAINA;-0.436500013;38.74460999;El Comtat
CENTRO DE SALUD DE COFRENTES;COLON, 16 46625 COFRENTES;46625;COFRENTES;-1.061220021;39.22954001;La Vall d'Aiora
CONSULTORIO AUXILIAR DE CONFRIDES;ALICANTE, 5 3517 CONFRIDES;3517;CONFRIDES;-0.269789994;38.68368001;La Marina Baixa
CONSULTORIO AUXILIAR DE CONFRIDES ABDET;ARRIBA, 35 3517 CONFRIDES;3517;CONFRIDES;-0.267563107;38.676185;La Marina Baixa
CONSULTORIO AUXILIAR DE CORBERA;C/ CALVARIO Nº11, null 46612 CORBERA;46612;CORBERA;-0.355223323;39.15620144;Ribera Baixa
CONSULTORIO AUXILIAR SAN VICENTE DE PIEDRAHITA;C/ MIGUEL GARRIDO MARIN, 1 12126 CORTES DE ARENOSO;12126;CORTES DE ARENOSO;-0.501568887;40.13839108;Alt Millars
CONSULTORIO AUXILIAR DE CORTES DE ARENOSO;C/ MAYOR S/N, null 12127 CORTES DE ARENOSO;12127;CORTES DE ARENOSO;-0.52741;40.20490972;Alt Millars
CONSULTORIO AUXILIAR DE CORTES DE PALLAS VIÑUELAS;VIÑUELAS, null 46199 CORTES DE PALLAS;46199;CORTES DE PALLAS;-0.938163202;39.217995;La Vall d'Aiora
CONSULTORIO AUXILIAR DE CORTES DE PALLAS VENTA DE GAETA;VENTA DE GAETA, null 46199 CORTES DE PALLAS;46199;CORTES DE PALLAS;-0.938163202;39.217995;La Vall d'Aiora
CONSULTORIO AUXILIAR DE CORTES DE PALLAS EL ORO;EL ORO, null 46199 CORTES DE PALLAS;46199;CORTES DE PALLAS;-0.938163202;39.217995;La Vall d'Aiora
CONSULTORIO AUXILIAR DE CORTES DE PALLAS LA CABEZUELA;LA CABEZUELA, null 46199 CORTES DE PALLAS;46199;CORTES DE PALLAS;-1.031799918;39.32238004;La Vall d'Aiora
